recommendation_id,statement_key,recommendation_class,level_of_evidence,document_family,clinical_topic,recommendation_text,population,disease,clinical_state,severity,time_window,event_anchor,numeric_thresholds,care_phase,intervention,comparator,outcome,conditions,exclusions,clinical_temporality,temporal_qualifiers,guidance_temporality,care_setting,specialty,sub_specialty,source_locator,information_weight,weight_score,weight_rationale,extraction_confidence,confidence_rationale,clinical_entities,execution_trigger,execution_trigger_population,execution_trigger_state,execution_trigger_disease,execution_trigger_time,execution_trigger_anchor,execution_trigger_exclusions,execution_trigger_numeric_constraints,execution_trigger_qualifiers,execution_trigger_constraints,execution_action,execution_prerequisites,execution_contraindications,execution_outcome
GR-22C35D4CA2D3,UPL-CE02A6AB5E49:S057,3: HARM,C-LD,guideline_acc_aha_scai,Revascularization Strategy,Routine revascularization for SCAD should not be performed,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.33 line-table COR 3: HARM LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-3, loe-c",0.74,recommendation-language; cor:3: harm; loe:c-ld; source-locator,statement:Routine revascularization for SCAD should not be performed,,,,,,,,,,,should not be performed,,,
GR-2394BC2E2562,UPL-CE02A6AB5E49:S162,,,guideline_acc_aha_scai,Revascularization Strategy,"Percutaneous intervention of the nonculprit artery at the time of primary percutaneous coronary intervention is less clear and may be considered in stable patients with uncomplicated revascularization of the culprit artery, low-complexity nonculprit artery disease, and normal renal function",,,stable,,,,,,,,,,,chronic-stable,stable,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.4 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.58,recommendation-language; source-locator; temporal-qualifiers,temporal_qualifier:stable,,,stable,,,,,,,clinical_state:stable [eq],may be considered,stable,,
GR-23DD1F107B91,UPL-CE02A6AB5E49:S013,2A,B-NR,guideline_acc_aha_scai,STEMI,"In patients with STEMI who are stable and presenting 12 to 24 hours after symptom onset, PCI is reasonable to improve clinical outcomes",STEMI,STEMI,stable,,12 to 24 hours,symptom onset,,,PCI,,improve clinical outcomes,stable and presenting 12 to 24 hours after symptom onset,,chronic-stable,12 to 24 hours; stable,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.16 line-table COR 2A LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-b",0.98,recommendation-language; cor:2a; loe:b-nr; population-extracted; intervention-extracted; source-locator; temporal-qualifiers; clinical-entities,population:STEMI; intervention:PCI; outcome:improve clinical outcomes; condition:stable and presenting 12 to 24 hours after symptom onset; temporal_qualifier:12 to 24 hours; temporal_qualifier:stable,STEMI; stable and presenting 12 to 24 hours after symptom onset,STEMI,stable,STEMI,12 to 24 hours,symptom onset,,,stable and presenting 12 to 24 hours after symptom onset,population:STEMI [eq] | clinical_state:stable [eq] | disease:STEMI [eq] | time_window:12 to 24 hours [within] | event_anchor:symptom onset [eq] | condition:stable and presenting 12 to 24 hours after symptom onset [contains],PCI is reasonable,12 to 24 hours; stable; stable and presenting 12 to 24 hours after symptom onset,,improve clinical outcomes
GR-24F64BEA3BD2,UPL-CE02A6AB5E49:S066,2B,B-NR,guideline_acc_aha_scai,General Coronary Revascularization,"In patients with fibrotic or heavily calcified lesions, plaque modification with orbital atherectomy, balloon atherotomy, laser angioplasty, or intracoronary lithotripsy may be considered to improve procedural success",fibrotic or heavily calcified lesions,,,,,,,,,,improve procedural success,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.37 line-table COR 2B LOE B-NR,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-b",0.82,recommendation-language; cor:2b; loe:b-nr; population-extracted; source-locator,population:fibrotic or heavily calcified lesions; outcome:improve procedural success,fibrotic or heavily calcified lesions,fibrotic or heavily calcified lesions,,,,,,,,population:fibrotic or heavily calcified lesions [eq],may be considered,,,improve procedural success
GR-25A0F9DBFFDC,UPL-CE02A6AB5E49:S016,3: HARM,C-EO,guideline_acc_aha_scai,STEMI,"In patients with STEMI, emergency CABG should not be performed after failed primary PCI: In the absence of ischemia or a large area of myocardium at risk, or If surgical revascularization is not feasible because of a no-reflow state or poor distal targets",STEMI,STEMI,,,,failed primary PCI,,post-failed-primary-pci,,,,,ischemia or a large area of myocardium at risk,emergency,after failed primary PCI; emergency,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.16 line-table COR 3: HARM LOE C-EO,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-3, loe-c",0.9,recommendation-language; cor:3: harm; loe:c-eo; population-extracted; source-locator; temporal-qualifiers; clinical-entities,population:STEMI; exclusion:ischemia or a large area of myocardium at risk; temporal_qualifier:after failed primary PCI; temporal_qualifier:emergency,STEMI,STEMI,,STEMI,,failed primary PCI,ischemia or a large area of myocardium at risk,,,population:STEMI [eq] | disease:STEMI [eq] | event_anchor:failed primary PCI [eq] | exclusion:ischemia or a large area of myocardium at risk [absent],should not be performed,after failed primary PCI; emergency,ischemia or a large area of myocardium at risk,
GR-2659A0E49351,UPL-CE02A6AB5E49:S090,2B,B-R,guideline_acc_aha_scai,General Coronary Revascularization,"In patients with significant pulmonary disease, off-pump surgery may be reasonable to reduce perioperative risk when performed by experienced surgeons",significant pulmonary disease,,,significant,,,,,,,reduce perioperative risk when performed by experienced surgeons,performed by experienced surgeons,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.49 line-table COR 2B LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-b",0.86,recommendation-language; cor:2b; loe:b-r; population-extracted; source-locator; clinical-entities,population:significant pulmonary disease; outcome:reduce perioperative risk when performed by experienced surgeons; condition:performed by experienced surgeons,significant pulmonary disease; performed by experienced surgeons,significant pulmonary disease,,,,,,,performed by experienced surgeons,population:significant pulmonary disease [eq] | condition:performed by experienced surgeons [contains],,performed by experienced surgeons,,reduce perioperative risk when performed by experienced surgeons
GR-272E664AF6F3,UPL-CE02A6AB5E49:S150,,,guideline_acc_aha_scai,PCI Strategy,Aspirin reduces the frequency of ischemic complications after PCI and should be given in the periprocedural period,,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.41 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,statement:Aspirin reduces the frequency of ischemic complications after PCI and should be given in the periprocedural period,,,,,,,,,,,,,,
GR-282FB51B16E2,UPL-CE02A6AB5E49:S184,,,guideline_acc_aha_scai,Heart Team,"January , 2022 patient’s anatomy and, when appropriate, should include a Heart Team discussion",,,,,,,,,,,,appropriate,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.22 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,condition:appropriate,appropriate,,,,,,,,appropriate,condition:appropriate [contains],,appropriate,,
GR-2B959EE35A6E,UPL-CE02A6AB5E49:S077,2A,C-LD,guideline_acc_aha_scai,Acute Coronary Syndromes,"In patients with ACS undergoing PCI with large thrombus burden, no-reflow, or slow flow, intravenous glycoprotein IIb/IIIa inhibitor agents are reasonable to improve procedural success",ACS undergoing,,,,,,,,,,improve procedural success,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.43 line-table COR 2A LOE C-LD,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2a, loe-c",0.82,recommendation-language; cor:2a; loe:c-ld; population-extracted; source-locator,population:ACS undergoing; outcome:improve procedural success,ACS undergoing,ACS undergoing,,,,,,,,population:ACS undergoing [eq],,,,improve procedural success
GR-2BFAC8C21CBC,UPL-CE02A6AB5E49:S074,2B,B-R,guideline_acc_aha_scai,PCI Strategy,"In selected high-risk patients, elective insertion of an appropriate hemodynamic support device as an adjunct to PCI may be reasonable to prevent hemodynamic compromise during PCI",,,,,,,,,,,,,,elective,elective,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.40 line-table COR 2B LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-2b, loe-b",0.78,recommendation-language; cor:2b; loe:b-r; source-locator; temporal-qualifiers,temporal_qualifier:elective,,,,,,,,,,,,elective,,
GR-2C87913732C5,UPL-CE02A6AB5E49:S144,,,guideline_acc_aha_scai,Heart Team,"A Heart Team discussion may be useful for determining the optimal approach to care for patients with less extensive disease, including those with double-vessel disease without involvement of the left main or LAD artery",,,,,,,,,,,,,involvement of the left main or LAD artery,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.28 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,exclusion:involvement of the left main or LAD artery,,,,,,,involvement of the left main or LAD artery,,,exclusion:involvement of the left main or LAD artery [absent],,,involvement of the left main or LAD artery,
GR-3223BADA0354,UPL-CE02A6AB5E49:S054,3: NO BENEFIT,B-R,guideline_acc_aha_scai,Revascularization Strategy,"In symptomatic patients or patients with other clinical indications for revascularization, coronary revascularization should be considered in accordance with the recommendations otherwise provided for such situations, but revascularization should not be done for the sole purpose of reducing perioperative complications",symptomatic or patients,,symptomatic,,,,,,coronary revascularization,,,or patients with other clinical indications for,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.32 line-table COR 3: NO BENEFIT LOE B-R,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-3, loe-b",0.94,recommendation-language; cor:3: no benefit; loe:b-r; population-extracted; intervention-extracted; source-locator; clinical-entities,population:symptomatic or patients; intervention:coronary revascularization; condition:or patients with other clinical indications for,symptomatic or patients; or patients with other clinical indications for,symptomatic or patients,symptomatic,,,,,,or patients with other clinical indications for,population:symptomatic or patients [eq] | clinical_state:symptomatic [eq] | condition:or patients with other clinical indications for [contains],coronary revascularization,or patients with other clinical indications for,,
GR-32CD9158CEF4,UPL-CE02A6AB5E49:S176,,,guideline_acc_aha_scai,PCI Strategy,"Therefore, delayed PCI of an infarct artery beyond 24 hours should be considered only in patients with a patent artery",,,,,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.18 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Therefore, delayed PCI of an infarct artery beyond 24 hours should be considered only in patients with a patent artery",,,,,,,,,,,,,,
GR-334563CAB2E0,UPL-CE02A6AB5E49:S050,1,C-EO,guideline_acc_aha_scai,STEMI,"In patients with STEMI and CKD, coronary angiography and revascularization are recommended, with adequate measures to reduce the risk of AKI",STEMI and CKD,STEMI,,,,,,,,,reduce the risk of AKI,CKD,,,,2026-04-24T05:27:57.103783+00:00,acute-mi,Cirugia Cardiovascular,Revascularizacion Coronaria,p.31 line-table COR 1 LOE C-EO,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language, cor-1, loe-c",0.86,recommendation-language; cor:1; loe:c-eo; population-extracted; source-locator; clinical-entities,population:STEMI and CKD; outcome:reduce the risk of AKI; condition:CKD,STEMI and CKD; CKD,STEMI and CKD,,STEMI,,,,,CKD,population:STEMI and CKD [eq] | disease:STEMI [eq] | condition:CKD [contains],,CKD,,reduce the risk of AKI
GR-337B3563753F,UPL-CE02A6AB5E49:S148,,,guideline_acc_aha_scai,PCI Strategy,"Use of PCI can be beneficial in patients with cardiac allograft vasculopathy who present with severe, proximal, discrete lesions",,,,severe,,,,,,,,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.34 numbered,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,"statement:Use of PCI can be beneficial in patients with cardiac allograft vasculopathy who present with severe, proximal, discrete",,,,,,,,,,,,,,
GR-339E84686CBA,UPL-CE02A6AB5E49:S174,,,guideline_acc_aha_scai,Physiology and Complexity Assessment,"Large, randomized trials that are appropriately powered are warranted to guide the use of FFR in patients undergoing surgical revascularization",,,,,,,,,,,guide the use of FFR in patients undergoing surgical revascularization,,,,,2026-04-24T05:27:57.103783+00:00,,Cirugia Cardiovascular,Revascularizacion Coronaria,p.15 narrative,critical,1.0,"guideline, specialty-aligned, society-issued, recommendation-language",0.54,recommendation-language; source-locator,outcome:guide the use of FFR in patients undergoing surgical revascularization,,,,,,,,,,,,,,guide the use of FFR in patients undergoing surgical revascularization
